SCORE	StdDev	height	second
1.001479	319.689606	61	58
0.983116	313.827709	61	59
1.066439	340.425875	61	60
0.910470	295.752540	62	0
1.026887	333.568810	62	1
0.953954	309.877561	62	2
0.987400	320.741974	62	3
1.006267	326.870790	62	4
1.009282	327.849968	62	5
0.993277	322.651131	62	6
0.984153	319.687224	62	7
1.006972	327.099521	62	8
1.011663	328.623615	62	9
1.044885	339.415287	62	10
0.963423	312.953545	62	11
0.982903	319.281113	62	12
0.990534	321.760199	62	13
1.017790	330.613611	62	14
1.007418	327.244608	62	15
0.999147	324.557770	62	16
0.984909	319.932933	62	17
1.023799	332.565574	62	18
1.021261	331.741254	62	19
1.011694	328.633433	62	20
0.946569	307.478636	62	21
0.968897	314.731526	62	22
0.985183	320.021761	62	23
1.021516	331.824026	62	24
1.038349	337.291997	62	25
0.995265	323.296867	62	26
1.030585	334.770129	62	27
0.993397	322.690006	62	28
1.055021	342.707551	62	29
1.022526	332.152196	62	30
1.004801	326.394466	62	31
0.960864	312.122149	62	32
1.005121	326.498377	62	33
0.961056	312.184439	62	34
0.973795	316.322782	62	35
1.006663	326.999293	62	36
1.016465	330.183351	62	37
0.981181	318.721928	62	38
0.940014	305.349535	62	39
0.945912	307.265230	62	40
0.993690	322.785282	62	41
0.997528	324.031916	62	42
0.989055	321.279495	62	43
1.048564	340.610355	62	44
1.001358	325.276058	62	45
1.075710	349.428320	62	46
1.003607	326.006589	62	47
1.053800	342.310922	62	48
0.998961	324.497427	62	49
1.003652	326.021360	62	50
1.004437	326.276133	62	51
1.016301	330.130167	62	52
0.998920	324.484243	62	53
1.032311	335.330716	62	54
0.965982	313.784838	62	55
0.986656	320.500430	62	56
1.009813	328.022501	62	57
0.973069	316.086693	62	58
1.000711	325.065822	62	59
0.985773	320.213401	62	60
1.068832	347.193974	62	61
0.918848	303.609564	63	0
1.021117	337.401551	63	1
0.964831	318.803437	63	2
0.992143	327.827712	63	3
1.005061	332.096299	63	4
1.018466	336.525485	63	5
1.018088	336.400639	63	6
0.986544	325.977952	63	7
1.020519	337.203929	63	8
1.003486	331.575840	63	9
1.027902	339.643620	63	10
1.007924	333.042198	63	11
0.986277	325.889709	63	12
0.980670	324.036914	63	13
1.048348	346.399329	63	14
1.038878	343.270242	63	15
0.984002	325.137916	63	16
1.007135	332.781712	63	17
1.010617	333.932035	63	18
1.022537	337.870888	63	19
1.039834	343.585950	63	20
0.981934	324.454485	63	21
1.010160	333.781022	63	22
1.034196	341.723267	63	23
1.005954	332.391481	63	24
1.005861	332.360595	63	25
1.039822	343.581967	63	26
1.012024	334.397054	63	27
0.942726	311.499240	63	28
1.006156	332.458189	63	29
0.803834	265.605982	63	30
1.006255	332.490783	63	31
0.995288	328.867157	63	32
0.986241	325.877639	63	33
1.001650	330.969208	63	34
1.018916	336.674388	63	35
1.002063	331.105545	63	36
0.985630	325.675640	63	37
1.029548	340.187384	63	38
1.045038	345.305574	63	39
1.005770	332.330378	63	40
1.000248	330.505819	63	41
0.995852	329.053472	63	42
0.993678	328.334983	63	43
1.025598	338.882195	63	44
0.998619	329.967544	63	45
0.961846	317.816930	63	46
1.009408	333.532507	63	47
0.987090	326.158173	63	48
0.980606	324.015851	63	49
1.026925	339.320531	63	50
0.980197	323.880540	63	51
1.020955	337.348171	63	52
0.996002	329.102818	63	53
1.018799	336.635629	63	54
0.989673	327.011646	63	55
0.967168	319.575559	63	56
0.996997	329.431599	63	57
0.993742	328.356072	63	58
0.979342	323.598078	63	59
0.997834	329.708422	63	60
0.988137	326.504188	63	61
1.068991	353.220300	63	62
0.922769	309.551522	64	0
1.018765	341.754342	64	1
0.982681	329.649773	64	2
0.997525	334.629280	64	3
1.020575	342.361525	64	4
1.028411	344.990170	64	5
1.013788	340.084928	64	6
0.986275	330.855496	64	7
0.994066	333.468932	64	8
1.004144	336.849801	64	9
1.009164	338.533848	64	10
1.042655	349.768685	64	11
0.989587	331.966302	64	12
0.975738	327.320523	64	13
1.024008	343.513383	64	14
1.017570	341.353667	64	15
0.984044	330.107050	64	16
1.026689	344.412587	64	17
1.004349	336.918567	64	18
1.028387	344.982306	64	19
1.013127	339.863070	64	20
0.996751	334.369470	64	21
0.955948	320.682043	64	22
1.037187	347.934405	64	23
0.979480	328.575990	64	24
1.035211	347.271375	64	25
1.015902	340.793910	64	26
0.989779	332.030947	64	27
1.028179	344.912310	64	28
0.983484	329.919252	64	29
1.049177	351.956388	64	30
1.023654	343.394509	64	31
1.015112	340.529151	64	32
0.953792	319.958749	64	33
1.005960	337.458880	64	34
0.977617	327.951004	64	35
0.985912	330.733516	64	36
1.017948	341.480365	64	37
1.000518	335.633369	64	38
1.003173	336.523878	64	39
1.033944	346.846484	64	40
0.963584	323.243447	64	41
0.940633	315.544386	64	42
0.995548	333.966087	64	43
1.043173	349.942360	64	44
1.000064	335.480852	64	45
1.061117	355.961699	64	46
0.938802	314.930204	64	47
0.963109	323.084128	64	48
0.979822	328.690738	64	49
0.972041	326.080551	64	50
1.009943	338.794959	64	51
0.989595	331.968995	64	52
1.020439	342.316076	64	53
0.983180	329.817078	64	54
0.977099	327.777290	64	55
0.974097	326.770049	64	56
0.996751	334.369723	64	57
0.987875	331.392111	64	58
0.992287	332.872230	64	59
0.980271	328.841168	64	60
0.996923	334.427219	64	61
0.989765	332.026052	64	62
1.070834	359.221557	64	63
0.944915	320.488034	65	0
1.021786	346.560414	65	1
1.003421	340.331365	65	2
1.013272	343.672638	65	3
1.021872	346.589469	65	4
1.024842	347.596903	65	5
1.001735	339.759663	65	6
1.016710	344.838681	65	7
0.964075	326.986432	65	8
0.999513	339.005966	65	9
1.002862	340.141760	65	10
1.037854	352.010342	65	11
1.032359	350.146366	65	12
1.002350	339.968374	65	13
0.986361	334.545189	65	14
0.986323	334.532519	65	15
0.989166	335.496584	65	16
0.983149	333.455768	65	17
1.003082	340.216352	65	18
1.039981	352.731722	65	19
1.024440	347.460680	65	20
1.023022	346.979430	65	21
0.959196	325.331762	65	22
0.976058	331.050612	65	23
1.008874	342.180850	65	24
1.026640	348.206557	65	25
1.033944	350.683941	65	26
1.042696	353.652543	65	27
1.016069	344.621172	65	28
0.985227	334.160670	65	29
0.992757	336.714641	65	30
0.830461	281.668443	65	31
1.003407	340.326882	65	32
1.011166	342.958525	65	33
0.984176	333.804129	65	34
1.017697	345.173383	65	35
1.009040	342.237369	65	36
0.992772	336.719737	65	37
1.026471	348.149367	65	38
1.045560	354.623753	65	39
0.969245	328.739853	65	40
0.969628	328.869822	65	41
0.961697	326.180079	65	42
0.982264	333.155526	65	43
1.016544	344.782343	65	44
1.004240	340.609388	65	45
1.061284	359.956837	65	46
1.030783	349.611999	65	47
0.943833	320.120927	65	48
0.975571	330.885428	65	49
1.005813	341.142713	65	50
1.009775	342.486703	65	51
0.993631	337.011121	65	52
1.008083	341.912614	65	53
1.031041	349.699439	65	54
0.977741	331.621595	65	55
0.950367	322.337216	65	56
0.970118	329.036082	65	57
1.009308	342.328097	65	58
0.987761	335.020223	65	59
0.994708	337.376425	65	60
0.989764	335.699495	65	61
1.000979	339.503325	65	62
0.995633	337.690181	65	63
1.074888	364.571180	65	64
0.940911	326.955146	66	0
1.011359	351.434909	66	1
1.011299	351.414053	66	2
1.004356	349.001433	66	3
0.995194	345.817714	66	4
1.009960	350.948985	66	5
0.976045	339.163847	66	6
1.031218	358.335620	66	7
0.966212	335.747072	66	8
0.944588	328.232739	66	9
1.000731	347.741900	66	10
1.002900	348.495402	66	11
1.005759	349.488906	66	12
1.028538	357.404583	66	13
0.997136	346.492646	66	14
0.996291	346.199015	66	15
0.999036	347.152830	66	16
0.991246	344.445989	66	17
0.993315	345.164832	66	18
1.023733	355.734846	66	19
1.010632	351.182216	66	20
1.033545	359.144359	66	21
0.981582	341.087660	66	22
0.987101	343.005492	66	23
1.030838	358.203532	66	24
0.982257	341.322424	66	25
1.010766	351.228977	66	26
1.000131	347.533241	66	27
1.013364	352.131627	66	28
0.999212	347.213952	66	29
0.974729	338.706630	66	30
1.030357	358.036429	66	31
1.014148	352.404130	66	32
1.012602	351.867053	66	33
0.952897	331.120089	66	34
1.000356	347.611696	66	35
0.998844	347.086214	66	36
0.990265	344.105030	66	37
0.996027	346.107234	66	38
1.006330	349.687500	66	39
1.014772	352.620942	66	40
1.051169	365.268374	66	41
1.021636	355.006055	66	42
0.987947	343.299478	66	43
0.990465	344.174541	66	44
0.975173	338.860834	66	45
1.023451	355.636691	66	46
1.007381	350.052624	66	47
0.980422	340.684658	66	48
1.081023	375.642234	66	49
0.982940	341.559716	66	50
1.054764	366.517546	66	51
0.988290	343.418948	66	52
0.975377	338.931509	66	53
1.025454	356.332943	66	54
0.998928	347.115285	66	55
0.967106	336.057532	66	56
0.955769	332.117959	66	57
0.974115	338.493169	66	58
0.979322	340.302647	66	59
0.982189	341.298648	66	60
0.998633	347.012864	66	61
0.985922	342.595946	66	62
0.993431	345.205320	66	63
0.989218	343.741305	66	64
1.059297	368.092946	66	65
0.949892	332.589810	67	0
1.017045	356.102492	67	1
1.034105	362.075830	67	2
1.005801	352.165489	67	3
0.977196	342.150097	67	4
1.014746	355.297637	67	5
0.963030	337.190104	67	6
1.021040	357.501281	67	7
1.013133	354.732843	67	8
0.923501	323.349511	67	9
1.015974	355.727560	67	10
1.020640	357.361031	67	11
0.966580	338.432855	67	12
0.986587	345.437968	67	13
1.005458	352.045529	67	14
1.049987	367.636659	67	15
1.027780	359.861219	67	16
0.983484	344.351643	67	17
1.027855	359.887352	67	18
1.010651	353.863860	67	19
1.032244	361.423996	67	20
1.014804	355.317882	67	21
1.001576	350.686396	67	22
0.958855	335.728149	67	23
1.016048	355.753301	67	24
0.971842	340.275337	67	25
1.020069	357.161163	67	26
1.058468	370.606191	67	27
1.023736	358.445182	67	28
1.024086	358.567855	67	29
1.006754	352.499268	67	30
0.977028	342.091232	67	31
0.859043	300.780566	67	32
0.999177	349.846267	67	33
1.009639	353.509415	67	34
0.972586	340.535707	67	35
1.021279	357.584824	67	36
0.997126	349.128072	67	37
0.983066	344.205122	67	38
1.001935	350.811842	67	39
1.010307	353.743425	67	40
1.018608	356.649557	67	41
1.004632	351.756172	67	42
0.971294	340.083391	67	43
0.947258	331.667589	67	44
1.005299	351.989924	67	45
1.035148	362.441069	67	46
0.983451	344.340071	67	47
1.004178	351.597425	67	48
0.980445	343.287642	67	49
1.023135	358.234636	67	50
0.977355	342.205624	67	51
1.034979	362.381799	67	52
1.000128	350.179281	67	53
1.021870	357.791708	67	54
1.018597	356.646050	67	55
0.999508	349.962182	67	56
1.003878	351.492399	67	57
0.985131	344.928295	67	58
0.993201	347.753863	67	59
0.971681	340.218972	67	60
0.994065	348.056460	67	61
0.996833	349.025428	67	62
0.994221	348.110853	67	63
1.001787	350.760245	67	64
0.997866	349.387163	67	65
1.061297	371.596759	67	66
0.949353	337.987263	68	0
1.014049	361.020432	68	1
1.039364	370.033125	68	2
0.998462	355.471220	68	3
0.964017	343.207943	68	4
1.007846	358.812131	68	5
0.953765	339.558048	68	6
0.990477	352.628396	68	7
1.034318	368.236370	68	8
0.946547	336.988251	68	9
0.988880	352.059860	68	10
1.025755	365.187805	68	11
0.987892	351.707900	68	12
0.969731	345.242320	68	13
1.002699	356.979702	68	14
1.046207	372.469387	68	15
1.014704	361.253416	68	16
0.984993	350.676058	68	17
1.023979	364.555691	68	18
0.992123	353.214270	68	19
1.028547	366.181909	68	20
1.016279	361.814218	68	21
1.027011	365.635043	68	22
0.975240	347.203772	68	23
0.973716	346.661113	68	24
1.007251	358.600089	68	25
0.999999	356.018220	68	26
1.017036	362.083740	68	27
1.032431	367.564738	68	28
1.012313	360.402184	68	29
0.976898	347.794006	68	30
0.996498	354.771915	68	31
1.017219	362.149082	68	32
1.008886	359.182312	68	33
1.017110	362.110255	68	34
0.966261	344.007035	68	35
1.009731	359.483223	68	36
0.993449	353.686421	68	37
1.016807	362.002111	68	38
1.012105	360.328190	68	39
0.999692	355.909091	68	40
1.005554	357.996025	68	41
1.003354	357.212733	68	42
0.995158	354.294746	68	43
0.962245	342.577268	68	44
0.968518	344.810320	68	45
1.036781	369.113472	68	46
0.995521	354.424200	68	47
1.013241	360.732596	68	48
1.063792	378.729622	68	49
0.889561	316.700312	68	50
0.957920	341.037559	68	51
0.981788	349.535013	68	52
0.974358	346.889772	68	53
1.013766	360.919529	68	54
0.997063	354.973136	68	55
1.033518	367.951864	68	56
1.025766	365.191826	68	57
1.018587	362.635994	68	58
1.028101	366.023236	68	59
0.989498	352.279834	68	60
0.978044	348.202002	68	61
0.990839	352.757279	68	62
0.986784	351.313401	68	63
0.989099	352.137684	68	64
1.007503	358.689988	68	65
0.998858	355.612089	68	66
1.055138	375.648812	68	67
0.953813	343.703035	69	0
1.014668	365.631697	69	1
1.041379	375.256915	69	2
0.998384	359.764030	69	3
0.960752	346.203501	69	4
0.998597	359.840876	69	5
0.980376	353.274959	69	6
0.977817	352.352680	69	7
1.018161	366.890477	69	8
0.995691	358.793480	69	9
0.990106	356.781145	69	10
1.031763	371.792043	69	11
1.029714	371.053746	69	12
0.990057	356.763388	69	13
0.994650	358.418353	69	14
1.005745	362.416495	69	15
0.991303	357.212361	69	16
0.977215	352.135985	69	17
0.974077	351.005083	69	18
0.985793	355.226858	69	19
1.038635	374.268132	69	20
1.004388	361.927452	69	21
1.033495	372.416215	69	22
1.001099	360.742286	69	23
0.974904	351.303013	69	24
1.023243	368.721831	69	25
0.973604	350.834430	69	26
1.023190	368.702747	69	27
1.017027	366.481820	69	28
0.996152	358.959650	69	29
1.048657	377.879574	69	30
1.010804	364.239629	69	31
0.972167	350.316672	69	32
0.890857	321.017190	69	33
1.002129	361.113652	69	34
1.016905	366.438101	69	35
0.974655	351.213322	69	36
1.033658	372.474910	69	37
0.994740	358.450897	69	38
0.962847	346.958498	69	39
1.009490	363.766068	69	40
1.000143	360.397917	69	41
1.000316	360.460037	69	42
1.064604	383.626085	69	43
1.026972	370.065602	69	44
0.990198	356.814058	69	45
0.999086	360.017111	69	46
0.988455	356.186091	69	47
1.020395	367.695600	69	48
1.032229	371.959886	69	49
0.989036	356.395449	69	50
0.887126	319.672491	69	51
0.978655	352.654637	69	52
0.982640	354.090520	69	53
0.979478	352.951140	69	54
0.987475	355.833076	69	55
1.005907	362.474877	69	56
1.018955	367.176785	69	57
1.024368	369.127190	69	58
1.044823	376.498071	69	59
1.045998	376.921358	69	60
0.988876	356.337886	69	61
0.980798	353.426901	69	62
1.005630	362.375079	69	63
0.986041	355.316199	69	64
0.990476	356.914496	69	65
1.014257	365.483796	69	66
1.001806	360.997025	69	67
1.052548	379.281862	69	68
0.954100	351.080654	70	0
1.006202	370.252441	70	1
1.029462	378.811745	70	2
0.996198	366.571368	70	3
0.955588	351.628194	70	4
0.978235	359.961705	70	5
0.997999	367.234188	70	6
0.981413	361.130944	70	7
0.996951	366.848677	70	8
1.012812	372.684837	70	9
0.988561	363.761293	70	10
1.019802	375.256987	70	11
1.044384	384.302523	70	12
1.016068	373.883037	70	13
0.998958	367.586930	70	14
0.987235	363.273111	70	15
0.983280	361.817809	70	16
1.008426	371.070917	70	17
0.976461	359.308677	70	18
1.003041	369.089473	70	19
1.033224	380.195823	70	20
1.029036	378.654934	70	21
1.003244	369.164117	70	22
0.998831	367.540458	70	23
0.955348	351.539858	70	24
0.989245	364.012856	70	25
0.983201	361.788917	70	26
1.015561	373.696445	70	27
1.036336	381.340861	70	28
1.056124	388.622441	70	29
1.005223	369.892505	70	30
0.963451	354.521651	70	31
1.006728	370.446248	70	32
0.992965	365.381901	70	33
0.995201	366.204465	70	34
1.004785	369.730996	70	35
0.964317	354.839966	70	36
1.001823	368.641378	70	37
0.991984	365.020804	70	38
1.015130	373.537794	70	39
1.006071	370.204296	70	40
1.004568	369.651236	70	41
1.021567	375.906276	70	42
0.977366	359.641656	70	43
0.986624	363.048647	70	44
0.970352	357.060904	70	45
0.943458	347.164666	70	46
0.999058	367.623749	70	47
1.023200	376.507411	70	48
0.995724	366.396967	70	49
0.989624	364.152262	70	50
1.003304	369.186310	70	51
1.098024	404.040208	70	52
0.968756	356.473505	70	53
1.020330	375.451430	70	54
1.003578	369.287196	70	55
0.977135	359.556684	70	56
0.992884	365.352084	70	57
1.004590	369.659278	70	58
1.024044	376.817930	70	59
1.024464	376.972492	70	60
1.021225	375.780573	70	61
0.983048	361.732780	70	62
0.973567	358.243963	70	63
1.005868	370.129846	70	64
0.970941	357.277613	70	65
0.980993	360.976328	70	66
1.013664	372.998425	70	67
0.997919	367.204603	70	68
1.041120	383.101313	70	69
0.953080	355.622997	71	0
1.004417	374.778331	71	1
1.021256	381.061326	71	2
1.000507	373.319510	71	3
0.963873	359.650006	71	4
0.973368	363.193032	71	5
1.013549	378.185691	71	6
0.989879	369.353661	71	7
0.996784	371.930077	71	8
1.002276	373.979611	71	9
1.004253	374.717190	71	10
1.009678	376.741531	71	11
1.012765	377.893070	71	12
1.023160	381.771780	71	13
1.034872	386.142171	71	14
1.006275	375.471748	71	15
1.036476	386.740559	71	16
1.012088	377.640608	71	17
1.002029	373.887183	71	18
1.045450	390.088974	71	19
1.003052	374.268826	71	20
1.023434	381.874143	71	21
1.015605	378.953050	71	22
1.013338	378.107124	71	23
0.988233	368.739430	71	24
0.974055	363.449511	71	25
1.002476	374.053989	71	26
1.001139	373.555304	71	27
0.985970	367.895238	71	28
0.991367	369.909028	71	29
0.981063	366.064198	71	30
1.055358	393.785923	71	31
1.004513	374.814242	71	32
0.972152	362.739101	71	33
0.912621	340.526472	71	34
0.996602	371.862415	71	35
1.015218	378.808436	71	36
0.968354	361.322027	71	37
1.018980	380.212073	71	38
0.989706	369.289397	71	39
0.956572	356.925796	71	40
0.996694	371.896658	71	41
1.022729	381.610936	71	42
0.998134	372.434004	71	43
1.014711	378.619371	71	44
1.011804	377.534817	71	45
0.963711	359.589612	71	46
0.966960	360.801935	71	47
1.045893	390.254383	71	48
1.001253	373.597607	71	49
0.969986	361.931183	71	50
1.039121	387.727448	71	51
0.984080	367.189999	71	52
1.033442	385.608390	71	53
0.963700	359.585680	71	54
1.049848	391.729853	71	55
0.993849	370.835091	71	56
0.964672	359.948133	71	57
1.018993	380.217103	71	58
1.012386	377.751673	71	59
0.996861	371.958887	71	60
1.004961	374.981345	71	61
0.989311	369.141823	71	62
0.991248	369.864448	71	63
0.988564	368.862971	71	64
0.989134	369.075852	71	65
0.971326	362.431133	71	66
0.981894	366.374167	71	67
1.020905	380.930361	71	68
0.998758	372.666751	71	69
1.039232	387.768954	71	70
0.966282	363.886282	72	0
1.007850	379.539990	72	1
1.014321	381.976945	72	2
1.005961	378.828860	72	3
0.983151	370.238830	72	4
0.975546	367.375036	72	5
1.009727	380.247010	72	6
1.012575	381.319422	72	7
0.981756	369.713443	72	8
0.969863	365.234908	72	9
0.984496	370.745269	72	10
1.013331	381.604191	72	11
0.998196	375.904669	72	12
0.979295	368.786718	72	13
0.997902	375.793855	72	14
1.019046	383.756256	72	15
1.043159	392.836805	72	16
1.016108	382.649935	72	17
0.994507	374.515381	72	18
1.016252	382.704330	72	19
0.983744	370.462347	72	20
1.034013	389.392796	72	21
0.995966	375.064844	72	22
1.029319	387.625236	72	23
1.012592	381.325950	72	24
0.964900	363.365928	72	25
1.006953	379.202303	72	26
0.977391	368.069685	72	27
1.014749	382.138370	72	28
1.053959	396.904236	72	29
1.025361	386.134418	72	30
1.025799	386.299611	72	31
0.985576	371.152309	72	32
1.024738	385.899812	72	33
0.972203	366.116114	72	34
0.994894	374.661055	72	35
1.005365	378.604474	72	36
0.971333	365.788401	72	37
1.010211	380.429134	72	38
1.019588	383.960448	72	39
1.012660	381.351556	72	40
0.994578	374.542065	72	41
0.998582	376.049838	72	42
1.007343	379.349427	72	43
1.011209	380.804943	72	44
1.059998	399.178272	72	45
1.006415	378.999725	72	46
0.987486	371.871506	72	47
1.001438	377.125693	72	48
0.986172	371.376723	72	49
1.006140	378.896051	72	50
1.029328	387.628260	72	51
1.015761	382.519182	72	52
0.831412	313.096406	72	53
0.957912	360.734456	72	54
0.978844	368.617151	72	55
1.010181	380.418127	72	56
0.995013	374.705935	72	57
1.000530	376.783677	72	58
1.047265	394.383108	72	59
0.998985	376.201792	72	60
0.979197	368.749950	72	61
0.958250	360.861733	72	62
0.985959	371.296194	72	63
0.990278	372.922783	72	64
1.019736	384.016168	72	65
0.988911	372.407883	72	66
0.972183	366.108440	72	67
0.995626	374.936925	72	68
1.029951	387.862895	72	69
1.002794	377.636080	72	70
1.041888	392.358220	72	71
0.978033	371.324835	73	0
1.012136	384.272405	73	1
1.002284	380.532017	73	2
1.000484	379.848348	73	3
1.010719	383.734441	73	4
0.992559	376.839689	73	5
1.010384	383.607097	73	6
1.024306	388.892789	73	7
0.990433	376.032548	73	8
0.951497	361.250079	73	9
0.965637	366.618540	73	10
1.009753	383.367698	73	11
1.027110	389.957671	73	12
0.967526	367.335560	73	13
0.972388	369.181638	73	14
1.012621	384.456481	73	15
1.024314	388.895787	73	16
0.994704	377.653984	73	17
0.979022	371.700176	73	18
0.963309	365.734422	73	19
0.998041	378.921071	73	20
1.052545	399.614119	73	21
1.013649	384.846860	73	22
1.009368	383.221525	73	23
1.005539	381.767768	73	24
0.972858	369.359886	73	25
0.996971	378.514899	73	26
1.014648	385.226131	73	27
1.005650	381.809953	73	28
1.020888	387.595134	73	29
1.031163	391.496077	73	30
1.009972	383.450734	73	31
1.045632	396.989601	73	32
1.005934	381.917772	73	33
0.975976	370.543807	73	34
0.953328	361.945215	73	35
1.002296	380.536535	73	36
1.028576	390.514209	73	37
0.970380	368.419282	73	38
1.017966	386.485974	73	39
1.006689	382.204379	73	40
0.990830	376.183129	73	41
1.006427	382.104856	73	42
1.034187	392.644370	73	43
0.991678	376.505116	73	44
0.983820	373.521698	73	45
1.008191	382.774440	73	46
0.991139	376.300460	73	47
0.960117	364.522657	73	48
1.008299	382.815472	73	49
1.023817	388.707277	73	50
1.035474	393.132873	73	51
1.008087	382.735085	73	52
0.987607	374.959575	73	53
0.876932	332.940184	73	54
0.990034	375.880951	73	55
0.981976	372.821616	73	56
0.979786	371.990149	73	57
0.998007	378.908067	73	58
1.017108	386.160189	73	59
1.047509	397.702366	73	60
0.993396	377.157439	73	61
0.996875	378.478182	73	62
0.960315	364.597813	73	63
0.987423	374.889688	73	64
1.010739	383.742085	73	65
1.036079	393.362551	73	66
0.990943	376.226124	73	67
0.978330	371.437519	73	68
1.012021	384.228878	73	69
1.035592	393.177612	73	70
1.005367	381.702348	73	71
1.044607	396.600418	73	72
0.979338	379.739066	74	0
1.002508	388.723070	74	1
0.987380	382.857305	74	2
0.987588	382.938069	74	3
1.026417	397.993965	74	4
1.001044	388.155706	74	5
1.003418	389.075991	74	6
1.001205	388.217827	74	7
1.020385	395.655203	74	8
0.959791	372.159543	74	9
0.929109	360.262819	74	10
0.983722	381.438896	74	11
1.024761	397.351846	74	12
1.009334	391.369823	74	13
0.977743	379.120679	74	14
1.000072	387.778669	74	15
1.003178	388.983065	74	16
0.978681	379.484282	74	17
1.012444	392.575838	74	18
0.972086	376.927033	74	19
1.020584	395.732210	74	20
1.018939	395.094214	74	21
1.012543	392.614253	74	22
1.030903	399.733317	74	23
1.007206	390.544906	74	24
1.000864	388.085634	74	25
0.966811	374.881484	74	26
0.994243	385.518374	74	27
0.970829	376.439617	74	28
0.997863	386.922141	74	29
1.025499	397.638034	74	30
0.989044	383.502565	74	31
1.037921	402.454651	74	32
1.012020	392.411439	74	33
1.019364	395.259149	74	34
0.948800	367.897866	74	35
0.989118	383.531034	74	36
1.001862	388.472576	74	37
0.975340	378.188950	74	38
1.009534	391.447596	74	39
1.029776	399.296292	74	40
1.014871	393.517079	74	41
0.974087	377.702844	74	42
0.999626	387.605672	74	43
0.995491	386.002450	74	44
1.003749	389.204557	74	45
1.029202	399.073724	74	46
1.015073	393.595104	74	47
0.967350	375.090668	74	48
0.971511	376.703903	74	49
1.053708	408.575988	74	50
1.011090	392.050932	74	51
0.967634	375.200675	74	52
1.007287	390.576435	74	53
1.030123	399.431083	74	54
1.091813	423.351104	74	55
0.969138	375.784127	74	56
0.993914	385.390883	74	57
0.993611	385.273450	74	58
0.975925	378.415675	74	59
1.006884	390.420108	74	60
1.006581	390.302687	74	61
0.998666	387.233265	74	62
1.004222	389.387613	74	63
0.963982	373.784572	74	64
0.979399	379.762631	74	65
0.999809	387.676595	74	66
1.023630	396.913218	74	67
0.991943	384.626605	74	68
0.975971	378.433286	74	69
1.010853	391.958819	74	70
1.025749	397.735015	74	71
0.995835	386.135685	74	72
1.032006	400.161214	74	73
0.981098	387.259423	75	0
0.994105	392.393669	75	1
0.976952	385.623010	75	2
0.980243	386.922211	75	3
1.030346	406.698668	75	4
1.012255	399.557852	75	5
0.997833	393.865283	75	6
0.985991	389.191043	75	7
1.039400	410.272594	75	8
0.995729	393.034865	75	9
0.946202	373.485235	75	10
0.969522	382.690128	75	11
1.017468	401.615619	75	12
1.025854	404.925721	75	13
1.010690	398.939947	75	14
1.004952	396.675208	75	15
0.997505	393.735553	75	16
1.015622	400.886857	75	17
1.009686	398.543655	75	18
1.026883	405.331724	75	19
1.053044	415.658267	75	20
0.980705	387.104458	75	21
1.030551	406.779667	75	22
0.983172	388.078044	75	23
1.026136	405.036942	75	24
1.020939	402.985550	75	25
0.957097	377.785701	75	26
0.994932	392.719967	75	27
0.974885	384.807254	75	28
1.021546	403.225327	75	29
1.038266	409.824898	75	30
1.037951	409.700664	75	31
0.993209	392.039982	75	32
1.001931	395.482848	75	33
0.984529	388.613773	75	34
0.955297	377.075501	75	35
0.970846	383.212782	75	36
0.981444	387.395946	75	37
1.019509	402.421342	75	38
0.949365	374.733823	75	39
0.997921	393.899875	75	40
1.005450	396.871695	75	41
0.998219	394.017383	75	42
1.017634	401.681180	75	43
1.006921	397.452614	75	44
0.988909	390.342688	75	45
1.008895	398.231756	75	46
1.034677	408.408117	75	47
0.988699	390.259856	75	48
0.987506	389.788966	75	49
0.998208	394.013258	75	50
0.986634	389.444930	75	51
0.988731	390.272544	75	52
0.979028	386.442689	75	53
1.047769	413.576107	75	54
0.959302	378.656330	75	55
1.036938	409.300796	75	56
0.961780	379.634345	75	57
1.019336	402.353019	75	58
1.008361	398.020935	75	59
0.975736	385.143062	75	60
0.985168	388.865901	75	61
0.999596	394.560944	75	62
1.016812	401.356507	75	63
1.022841	403.736401	75	64
0.977843	385.974672	75	65
0.998515	394.134541	75	66
0.980078	386.856766	75	67
1.010923	399.032107	75	68
1.002790	395.821834	75	69
0.976891	385.598816	75	70
1.006702	397.366155	75	71
1.016054	401.057590	75	72
0.990127	390.823408	75	73
1.025319	404.714401	75	74
0.989630	393.987539	76	0
0.995552	396.345107	76	1
0.979021	389.764039	76	2
0.985845	392.480784	76	3
1.041590	414.673875	76	4
1.026026	408.477647	76	5
1.002970	399.298653	76	6
0.993798	395.646895	76	7
1.023842	407.607899	76	8
1.037905	413.206860	76	9
0.989650	393.995468	76	10
0.986478	392.732968	76	11
1.019913	406.043983	76	12
1.022302	406.994785	76	13
1.033940	411.628341	76	14
1.036812	412.771760	76	15
1.026016	408.473638	76	16
1.033978	411.643460	76	17
1.020380	406.229550	76	18
1.007546	401.120282	76	19
0.996271	396.631473	76	20
0.987538	393.154836	76	21
1.048139	417.280847	76	22
0.988021	393.347098	76	23
0.999973	398.105248	76	24
0.997099	396.961229	76	25
0.971513	386.774804	76	26
0.975619	388.409578	76	27
1.004102	399.749113	76	28
1.001689	398.788702	76	29
0.977187	389.033779	76	30
0.998221	397.407832	76	31
0.982817	391.275465	76	32
1.052739	419.112391	76	33
1.023734	407.564893	76	34
0.996890	396.877975	76	35
0.935943	372.613964	76	36
