SCORE	StdDev	width	second
1.034263	324.776679	60	56
1.031363	323.865932	60	57
1.014814	318.669193	60	58
1.027022	322.502723	60	59
0.969374	310.856803	61	0
1.011622	324.404805	61	1
1.014239	325.243975	61	2
0.989836	317.418696	61	3
0.959336	307.637946	61	4
0.989719	317.381088	61	5
1.008242	323.321106	61	6
0.967183	310.154186	61	7
0.999505	320.519358	61	8
0.968275	310.504608	61	9
1.011614	324.402374	61	10
0.996862	319.671792	61	11
0.989803	317.408036	61	12
0.996384	319.518369	61	13
1.002370	321.438092	61	14
0.982450	315.050209	61	15
1.005212	322.349297	61	16
0.857951	275.126041	61	17
1.029952	330.283033	61	18
1.019006	326.772794	61	19
1.004194	322.022930	61	20
1.049309	336.490246	61	21
0.954897	306.214505	61	22
1.030627	330.499521	61	23
1.003121	321.678876	61	24
0.992252	318.193399	61	25
1.061052	340.255973	61	26
0.972639	311.903889	61	27
1.017927	326.426889	61	28
1.008183	323.301997	61	29
0.992830	318.378881	61	30
0.995539	319.247510	61	31
0.955857	306.522282	61	32
0.999720	320.588102	61	33
1.026498	329.175460	61	34
0.973979	312.333697	61	35
1.035071	331.924526	61	36
1.007752	323.163816	61	37
0.973815	312.281169	61	38
0.994189	318.814467	61	39
0.978330	313.728788	61	40
1.025623	328.894596	61	41
1.005091	322.310559	61	42
1.014677	325.384625	61	43
0.989683	317.369427	61	44
0.974372	312.459651	61	45
1.040939	333.806138	61	46
1.045430	335.246403	61	47
0.973563	312.200135	61	48
0.997158	319.766692	61	49
1.019867	327.048774	61	50
1.003934	321.939571	61	51
0.985950	316.172378	61	52
1.016292	325.902465	61	53
1.004760	322.204557	61	54
1.015087	325.515951	61	55
1.026080	329.041426	61	56
1.028353	329.770102	61	57
1.013900	325.135491	61	58
1.004936	322.260773	61	59
1.017589	326.318511	61	60
0.976461	317.023792	62	0
1.016105	329.895040	62	1
1.007131	326.981341	62	2
1.002288	325.409238	62	3
0.959969	311.669571	62	4
1.010033	327.923698	62	5
1.014749	329.454901	62	6
0.982141	318.867928	62	7
1.015365	329.654694	62	8
1.021805	331.745644	62	9
1.001524	325.161062	62	10
0.999670	324.559129	62	11
0.992349	322.182062	62	12
1.009677	327.808110	62	13
1.004316	326.067404	62	14
0.998517	324.184620	62	15
0.977310	317.299443	62	16
0.939346	304.973883	62	17
0.975967	316.863500	62	18
0.949601	308.303329	62	19
1.034717	335.937719	62	20
1.032887	335.343545	62	21
1.049878	340.860099	62	22
0.939344	304.973368	62	23
1.020622	331.361505	62	24
0.995147	323.090711	62	25
0.963838	312.925770	62	26
1.002789	325.571837	62	27
0.968513	314.443411	62	28
0.964267	313.065006	62	29
0.984392	319.598823	62	30
1.024721	332.692440	62	31
1.003303	325.738464	62	32
0.992518	322.237242	62	33
1.046097	339.632448	62	34
1.023527	332.304587	62	35
1.005999	326.613883	62	36
0.962943	312.635141	62	37
0.983178	319.204638	62	38
0.985186	319.856718	62	39
0.999470	324.494271	62	40
1.023583	332.322933	62	41
1.023075	332.157772	62	42
0.955470	310.208964	62	43
0.967354	314.067247	62	44
0.988685	320.992522	62	45
0.996788	323.623387	62	46
1.025440	332.925865	62	47
1.025008	332.785407	62	48
0.974913	316.521339	62	49
1.012739	328.802129	62	50
1.041399	338.107216	62	51
0.993009	322.396596	62	52
0.998624	324.219565	62	53
1.027642	333.640507	62	54
0.984124	319.511986	62	55
1.021281	331.575512	62	56
1.038096	337.034759	62	57
1.027953	333.741710	62	58
1.008857	327.541783	62	59
1.011165	328.291282	62	60
1.017132	330.228530	62	61
0.974348	323.579489	63	0
1.008814	335.025562	63	1
0.990992	329.107031	63	2
0.997916	331.406487	63	3
0.966922	321.113217	63	4
1.031033	342.404330	63	5
1.004045	333.441607	63	6
1.006462	334.244361	63	7
0.989815	328.715958	63	8
1.075584	357.199716	63	9
0.978212	324.862564	63	10
0.976276	324.219882	63	11
1.017809	338.012647	63	12
0.986183	327.509802	63	13
1.023937	340.047829	63	14
0.986410	327.585186	63	15
0.964676	320.367321	63	16
1.076416	357.475996	63	17
1.035234	343.799483	63	18
0.983048	326.468775	63	19
1.010557	335.604374	63	20
1.027808	341.333382	63	21
0.971208	322.536501	63	22
0.981657	326.006848	63	23
1.017957	338.062035	63	24
0.985104	327.151646	63	25
1.014981	337.073544	63	26
1.023107	339.772316	63	27
1.009679	335.312822	63	28
1.000797	332.363031	63	29
1.004906	333.727705	63	30
0.985324	327.224666	63	31
0.994958	330.424116	63	32
0.950927	315.801479	63	33
1.008291	334.851890	63	34
0.987467	327.936172	63	35
0.975497	323.961096	63	36
0.963085	319.838923	63	37
1.005804	334.026059	63	38
1.001709	332.665950	63	39
0.988624	328.320582	63	40
0.978559	324.978019	63	41
0.968885	321.765072	63	42
0.996374	330.894147	63	43
1.010167	335.474908	63	44
1.011679	335.976972	63	45
1.019105	338.443184	63	46
0.978837	325.070069	63	47
0.967646	321.353614	63	48
1.013050	336.432205	63	49
1.005887	334.053626	63	50
1.010890	335.715064	63	51
1.027382	341.191895	63	52
0.988718	328.351803	63	53
1.001654	332.647723	63	54
1.000672	332.321633	63	55
0.962387	319.607180	63	56
1.025315	340.505515	63	57
1.023237	339.815438	63	58
1.017794	338.007919	63	59
0.996728	331.011779	63	60
1.005164	333.813424	63	61
1.006289	334.187141	63	62
0.987791	332.193643	64	0
1.010944	339.979891	64	1
0.986275	331.683557	64	2
0.984865	331.209566	64	3
0.989223	332.674941	64	4
1.049853	353.064795	64	5
1.003269	337.398632	64	6
1.012308	340.438468	64	7
0.992408	333.746127	64	8
0.979748	329.488489	64	9
0.983676	330.809736	64	10
0.955359	321.286547	64	11
0.996706	335.191644	64	12
0.994649	334.499680	64	13
0.983506	330.752598	64	14
1.009222	339.400796	64	15
0.991823	333.549382	64	16
1.010444	339.811793	64	17
0.964385	324.322040	64	18
1.003490	337.472971	64	19
1.020229	343.102303	64	20
1.001075	336.661062	64	21
1.055830	355.075023	64	22
0.989165	332.655715	64	23
1.004364	337.766880	64	24
1.010580	339.857452	64	25
1.017582	342.212333	64	26
0.982864	330.536513	64	27
1.005334	338.093303	64	28
0.955798	321.434333	64	29
0.963772	324.115846	64	30
0.980248	329.656793	64	31
1.011656	340.219211	64	32
1.000661	336.521544	64	33
0.991299	333.373293	64	34
1.055296	354.895406	64	35
1.041098	350.120480	64	36
1.012398	340.468852	64	37
1.034798	348.001754	64	38
1.002243	337.053673	64	39
0.975246	327.974632	64	40
1.007591	338.852096	64	41
0.980283	329.668606	64	42
0.996952	335.274438	64	43
1.011804	340.269220	64	44
1.033887	347.695538	64	45
0.998113	335.664647	64	46
0.997918	335.599036	64	47
0.984254	331.004130	64	48
0.980207	329.642936	64	49
1.015261	341.431729	64	50
0.988686	332.494599	64	51
0.956291	321.599909	64	52
1.001347	336.752368	64	53
0.989247	332.683114	64	54
1.022448	343.848707	64	55
1.005311	338.085582	64	56
0.963962	324.179811	64	57
1.028738	345.963779	64	58
1.014624	341.217449	64	59
1.014476	341.167553	64	60
0.994742	334.531182	64	61
1.004692	337.877380	64	62
1.007687	338.884548	64	63
1.002931	339.164791	65	0
1.019483	344.762513	65	1
0.990744	335.043696	65	2
0.966658	326.898351	65	3
1.019373	344.725119	65	4
1.056055	357.129932	65	5
1.011422	342.036437	65	6
1.002856	339.139599	65	7
1.004433	339.672928	65	8
0.861273	291.259895	65	9
1.013531	342.749422	65	10
0.989510	334.626157	65	11
0.996699	337.057312	65	12
1.011617	342.102165	65	13
0.982934	332.402451	65	14
1.024882	346.588344	65	15
0.996813	337.095843	65	16
1.006322	340.311773	65	17
0.862046	291.521418	65	18
0.997054	337.177596	65	19
0.955488	323.121024	65	20
1.046119	353.770130	65	21
1.038493	351.191094	65	22
1.049583	354.941415	65	23
0.928621	314.035232	65	24
1.030781	348.583157	65	25
0.964246	326.082784	65	26
1.047903	354.373393	65	27
0.987516	333.951975	65	28
1.065050	360.171955	65	29
0.988660	334.339011	65	30
1.017955	344.245811	65	31
0.996219	336.895127	65	32
1.006707	340.441902	65	33
0.960564	324.837584	65	34
1.028660	347.865750	65	35
0.985123	333.142612	65	36
1.017378	344.050495	65	37
0.971790	328.633709	65	38
0.987931	334.092268	65	39
0.988987	334.449324	65	40
0.998817	337.773606	65	41
1.007836	340.823580	65	42
1.036904	350.653589	65	43
1.043505	352.885901	65	44
0.977839	330.679617	65	45
0.969991	328.025605	65	46
1.008588	341.078111	65	47
0.982629	332.299450	65	48
1.042960	352.701615	65	49
1.037851	350.974052	65	50
0.996934	337.136888	65	51
0.983557	332.613182	65	52
0.940826	318.162625	65	53
1.002346	338.966931	65	54
0.986006	333.441281	65	55
1.035149	350.060133	65	56
1.005118	339.904358	65	57
0.979254	331.158034	65	58
1.016950	343.905638	65	59
1.040196	351.767020	65	60
1.003083	339.216237	65	61
1.002360	338.971726	65	62
1.005802	340.135782	65	63
1.015090	343.276905	65	64
1.008000	348.188285	66	0
1.009569	348.730325	66	1
0.987641	341.155899	66	2
0.945520	326.606233	66	3
1.023931	353.691401	66	4
1.036156	357.914073	66	5
1.028118	355.137487	66	6
0.973235	336.179522	66	7
1.020310	352.440674	66	8
0.871118	300.905833	66	9
0.985210	340.315990	66	10
1.013016	349.920966	66	11
0.998030	344.744469	66	12
0.996784	344.314082	66	13
1.022668	353.255143	66	14
0.990320	342.081305	66	15
1.009502	348.707324	66	16
0.969943	335.042577	66	17
1.043865	360.577164	66	18
1.000387	345.558657	66	19
0.975098	336.823064	66	20
1.017738	351.552199	66	21
1.023926	353.689761	66	22
0.986289	340.688773	66	23
0.983508	339.728166	66	24
1.035583	357.716347	66	25
1.014640	350.482033	66	26
0.986051	340.606594	66	27
1.043266	360.370303	66	28
0.992007	342.663876	66	29
0.973114	336.137740	66	30
0.976778	337.403602	66	31
0.987219	341.010175	66	32
1.002903	346.427752	66	33
1.006470	347.659746	66	34
0.984989	340.239679	66	35
1.026931	354.727741	66	36
1.062918	367.158263	66	37
0.982894	339.516076	66	38
1.065481	368.043681	66	39
1.007945	348.169508	66	40
0.988614	341.492096	66	41
0.987591	341.138453	66	42
0.978730	338.077763	66	43
0.979098	338.204840	66	44
1.006244	347.581641	66	45
0.998118	344.775035	66	46
0.990985	342.311063	66	47
0.993631	343.225063	66	48
0.998707	344.978313	66	49
1.049912	362.665860	66	50
1.037726	358.456569	66	51
0.968491	334.541017	66	52
0.993065	343.029431	66	53
0.965498	333.507135	66	54
1.005977	347.489599	66	55
0.969162	334.772683	66	56
1.036495	358.031181	66	57
0.994224	343.429672	66	58
0.976484	337.301832	66	59
1.002389	346.250350	66	60
1.028618	355.310468	66	61
0.985188	340.308692	66	62
0.993009	343.009966	66	63
0.993306	343.112834	66	64
1.009668	348.764578	66	65
1.008028	354.527770	67	0
1.003106	352.796724	67	1
0.985727	346.684164	67	2
0.930227	327.164657	67	3
1.029452	362.062688	67	4
1.026858	361.150127	67	5
1.021899	359.406089	67	6
0.959772	337.556002	67	7
1.017624	357.902483	67	8
0.940862	330.905039	67	9
0.973233	342.290057	67	10
1.001894	352.370462	67	11
1.006061	353.835796	67	12
0.995769	350.216273	67	13
1.004461	353.273317	67	14
1.005756	353.728744	67	15
0.994454	349.753629	67	16
0.977226	343.694667	67	17
1.058236	372.186217	67	18
1.042692	366.719218	67	19
0.977007	343.617384	67	20
1.023909	360.113040	67	21
1.000286	351.804902	67	22
1.052564	370.191206	67	23
1.017558	357.879387	67	24
0.948046	333.431604	67	25
1.024389	360.281897	67	26
0.985014	346.433569	67	27
0.997038	350.662618	67	28
0.977371	343.745541	67	29
1.062952	373.844613	67	30
0.965640	339.619727	67	31
1.010292	355.324106	67	32
0.989968	348.176033	67	33
0.991632	348.761261	67	34
0.961990	338.335788	67	35
1.010417	355.368019	67	36
0.982884	345.684303	67	37
1.027864	361.503958	67	38
1.005721	353.716445	67	39
0.978290	344.068715	67	40
0.994236	349.677141	67	41
0.968200	340.519933	67	42
1.011251	355.661216	67	43
0.986527	346.965682	67	44
0.983863	346.028743	67	45
1.019498	358.561872	67	46
1.040886	366.083881	67	47
1.008178	354.580532	67	48
1.025589	360.704045	67	49
0.987788	347.409237	67	50
0.990241	348.271945	67	51
1.018475	358.201812	67	52
0.970857	341.454654	67	53
1.013251	356.364685	67	54
1.026193	360.916432	67	55
1.013011	356.280356	67	56
0.977088	343.645816	67	57
1.050581	369.493865	67	58
0.988023	347.491798	67	59
0.995897	350.261102	67	60
0.994450	349.752239	67	61
1.014013	356.632479	67	62
0.974803	342.842296	67	63
0.982650	345.602141	67	64
0.982469	345.538496	67	65
1.007812	354.451561	67	66
1.022069	364.011902	68	0
1.001645	356.737660	68	1
0.999119	355.838094	68	2
0.923239	328.813348	68	3
1.038464	369.850905	68	4
1.025184	365.121186	68	5
0.993076	353.686003	68	6
0.983043	350.112533	68	7
0.974960	347.233782	68	8
1.016144	361.901599	68	9
1.011497	360.246794	68	10
0.995460	354.535167	68	11
0.989489	352.408528	68	12
1.004545	357.770648	68	13
0.992321	353.417070	68	14
0.995519	354.556060	68	15
1.004008	357.579222	68	16
1.010335	359.832867	68	17
1.026238	365.496525	68	18
0.878136	312.749864	68	19
1.006796	358.572447	68	20
0.958492	341.368678	68	21
1.031630	367.417064	68	22
1.032013	367.553593	68	23
1.005529	358.120961	68	24
0.958864	341.501226	68	25
1.007838	358.943482	68	26
0.975471	347.415742	68	27
1.002638	357.091355	68	28
1.045018	372.185162	68	29
0.969825	345.404933	68	30
0.976760	347.875043	68	31
0.982360	349.869566	68	32
0.983771	350.371999	68	33
0.990720	352.846706	68	34
1.011556	360.267616	68	35
0.995720	354.627672	68	36
1.006289	358.391784	68	37
1.052895	374.990433	68	38
0.981266	349.479622	68	39
0.984250	350.542420	68	40
1.003445	357.378885	68	41
0.999993	356.149549	68	42
0.997563	355.284023	68	43
0.996098	354.762386	68	44
1.032931	367.880391	68	45
1.037663	369.565778	68	46
0.999510	355.977468	68	47
1.025226	365.136319	68	48
1.002347	356.987674	68	49
0.975894	347.566403	68	50
0.996516	354.910933	68	51
0.990334	352.709238	68	52
1.031678	367.434159	68	53
1.026922	365.740386	68	54
1.029035	366.492751	68	55
1.037652	369.561821	68	56
0.997932	355.415463	68	57
0.991073	352.972685	68	58
1.027400	365.910601	68	59
0.990487	352.763951	68	60
1.004895	357.895164	68	61
0.999352	355.920983	68	62
1.013800	361.066739	68	63
0.973580	346.742371	68	64
0.987040	351.536094	68	65
0.976175	347.666559	68	66
1.011271	360.165999	68	67
1.034954	373.325539	69	0
0.999753	360.627826	69	1
1.010995	364.683159	69	2
0.925207	333.737835	69	3
1.047968	378.019949	69	4
1.013274	365.505113	69	5
0.973308	351.088940	69	6
1.006665	363.121188	69	7
0.949350	342.446547	69	8
1.033519	372.807751	69	9
1.062242	383.168875	69	10
0.977622	352.644931	69	11
0.979093	353.175427	69	12
0.993460	358.357810	69	13
1.015722	366.388408	69	14
0.974186	351.405422	69	15
1.022580	368.861873	69	16
0.997581	359.844528	69	17
0.982879	354.541046	69	18
0.946236	341.323442	69	19
0.979627	353.368042	69	20
0.972518	350.803644	69	21
1.026710	370.351894	69	22
1.018886	367.529369	69	23
1.002610	361.658549	69	24
0.978276	352.880918	69	25
1.027940	370.795560	69	26
1.029289	371.282207	69	27
1.012388	365.185588	69	28
0.972158	350.673861	69	29
0.998491	360.172626	69	30
1.059888	382.319681	69	31
0.966736	348.718266	69	32
1.015928	366.462620	69	33
1.000960	361.063234	69	34
0.988938	356.726964	69	35
0.970641	350.126753	69	36
1.016462	366.655151	69	37
1.005819	362.815950	69	38
1.043182	376.293596	69	39
1.024954	369.718273	69	40
1.047632	377.898562	69	41
0.987383	356.165768	69	42
0.979304	353.251808	69	43
0.989952	357.092692	69	44
0.974084	351.368795	69	45
0.981865	354.175593	69	46
1.007062	363.264479	69	47
0.979281	353.243247	69	48
0.959032	345.939310	69	49
0.988046	356.404960	69	50
0.972151	350.671285	69	51
1.020336	368.052464	69	52
1.010347	364.449467	69	53
1.021472	368.462233	69	54
1.001416	361.227941	69	55
0.981391	354.004455	69	56
1.016853	366.796205	69	57
0.985901	355.631348	69	58
1.012533	365.237927	69	59
1.031769	372.176582	69	60
0.994402	358.697695	69	61
1.021567	368.496611	69	62
1.011028	364.695171	69	63
1.025875	370.050711	69	64
0.970682	350.141577	69	65
0.985546	355.503396	69	66
0.968786	349.457698	69	67
1.015309	366.239261	69	68
1.047063	383.946638	70	0
0.996436	365.382199	70	1
1.015278	372.291167	70	2
0.930628	341.251022	70	3
1.044909	383.156472	70	4
1.008370	369.758237	70	5
0.966815	354.520416	70	6
1.008859	369.937473	70	7
0.962104	352.793119	70	8
0.996684	365.472958	70	9
1.038948	380.970822	70	10
0.993998	364.488194	70	11
0.978502	358.805824	70	12
1.006271	368.988648	70	13
1.002530	367.616722	70	14
1.026364	376.356367	70	15
0.997655	365.829290	70	16
1.009584	370.203365	70	17
0.970238	355.775516	70	18
1.097894	402.585639	70	19
1.051737	385.660543	70	20
0.969969	355.676939	70	21
1.038605	380.845204	70	22
0.993011	364.126393	70	23
1.046683	383.806976	70	24
1.040187	381.425146	70	25
0.931166	341.448505	70	26
1.022131	374.804384	70	27
0.961157	352.445612	70	28
1.024502	375.673695	70	29
1.022090	374.789254	70	30
0.964631	353.719699	70	31
0.989824	362.957456	70	32
0.984823	361.123699	70	33
0.983022	360.463532	70	34
0.981151	359.777466	70	35
1.019066	373.680171	70	36
1.002352	367.551571	70	37
1.007598	369.475042	70	38
1.021635	374.622509	70	39
0.989782	362.942207	70	40
0.953492	349.634915	70	41
0.973369	356.923562	70	42
0.993845	364.432091	70	43
0.967008	354.591208	70	44
1.018106	373.328306	70	45
0.994888	364.814417	70	46
0.974313	357.269800	70	47
1.019332	373.777920	70	48
1.000036	366.702337	70	49
1.011225	370.805003	70	50
1.004691	368.409146	70	51
0.997285	365.693547	70	52
1.046181	383.622966	70	53
1.039534	381.185621	70	54
0.981523	359.913560	70	55
0.965166	353.915876	70	56
0.946976	347.245814	70	57
0.979648	359.226124	70	58
0.973717	357.051157	70	59
1.011332	370.844517	70	60
1.012335	371.212002	70	61
1.010792	370.646272	70	62
1.012196	371.160986	70	63
1.016178	372.621156	70	64
1.021255	374.483015	70	65
0.969738	355.592370	70	66
0.984789	361.111267	70	67
0.958819	351.588403	70	68
1.017979	373.281561	70	69
1.051406	391.645626	71	0
0.992875	369.842802	71	1
1.023156	381.122670	71	2
0.943469	351.439354	71	3
1.032243	384.507461	71	4
1.008805	375.776819	71	5
0.975454	363.353697	71	6
1.003375	373.754124	71	7
1.003146	373.668949	71	8
0.961064	357.993333	71	9
0.859165	320.036488	71	10
1.019217	379.655393	71	11
0.997483	371.559480	71	12
1.005273	374.461321	71	13
1.007102	375.142317	71	14
0.992771	369.804235	71	15
0.992437	369.679709	71	16
0.995962	370.992814	71	17
0.984316	366.654665	71	18
1.038511	386.842372	71	19
0.955351	355.865304	71	20
1.002992	373.611678	71	21
0.967226	360.288958	71	22
1.022002	380.692516	71	23
1.034169	385.225033	71	24
0.987154	367.711819	71	25
0.990310	368.887435	71	26
1.028874	383.252514	71	27
1.001894	373.202512	71	28
0.992476	369.694182	71	29
0.990268	368.871923	71	30
1.012210	377.045238	71	31
1.032805	384.716681	71	32
0.983796	366.460988	71	33
1.013232	377.426034	71	34
1.002253	373.336358	71	35
0.980914	365.387672	71	36
0.968648	360.818514	71	37
1.004195	374.059772	71	38
1.029838	383.611704	71	39
1.049256	390.844836	71	40
0.986907	367.620083	71	41
1.068923	398.170552	71	42
1.009714	376.115389	71	43
0.993429	370.049421	71	44
1.002169	373.305048	71	45
0.993555	370.096419	71	46
1.029245	383.390684	71	47
1.030460	383.843230	71	48
1.005852	374.676924	71	49
1.016091	378.490826	71	50
1.019071	379.600832	71	51
1.008976	375.840424	71	52
0.999725	372.394530	71	53
1.014918	378.053785	71	54
1.027991	382.923687	71	55
0.967089	360.237694	71	56
0.980549	365.251459	71	57
0.944294	351.746819	71	58
0.981930	365.765993	71	59
0.977063	363.952879	71	60
0.995069	370.660340	71	61
1.010177	376.287959	71	62
0.999689	372.381168	71	63
1.014473	377.888065	71	64
1.029811	383.601545	71	65
1.018632	379.437260	71	66
0.976217	363.637913	71	67
0.986056	367.303047	71	68
0.954185	355.431035	71	69
1.020644	380.186836	71	70
1.065991	399.975271	72	0
0.999556	375.048106	72	1
1.041022	390.606640	72	2
0.966953	362.814785	72	3
1.026266	385.069931	72	4
1.013748	380.373048	72	5
0.994314	373.081250	72	6
1.002792	376.261985	72	7
1.014290	380.576554	72	8
0.969936	363.934201	72	9
0.754259	283.009058	72	10
1.005788	377.386281	72	11
1.012656	379.963283	72	12
1.013310	380.208505	72	13
1.004099	376.752557	72	14
1.022683	383.725552	72	15
0.989297	371.198679	72	16
1.005128	377.138735	72	17
1.029058	386.117729	72	18
1.026013	384.974853	72	19
0.896761	336.477919	72	20
0.968273	363.310267	72	21
0.976414	366.364832	72	22
1.029862	386.419375	72	23
1.007845	378.157962	72	24
1.023260	383.941909	72	25
0.990970	371.826243	72	26
0.977216	366.665591	72	27
1.044790	392.020516	72	28
1.009535	378.792365	72	29
1.035694	388.607631	72	30
0.996174	373.779076	72	31
0.981445	368.252294	72	32
1.007212	377.920539	72	33
0.991786	372.132468	72	34
0.987915	370.680121	72	35
0.977909	366.925711	72	36
1.032327	387.344082	72	37
1.006981	377.833944	72	38
1.016339	381.345250	72	39
1.013779	380.384461	72	40
1.036680	388.977255	72	41
1.014606	380.695071	72	42
1.006693	377.725815	72	43
1.000045	375.231506	72	44
0.987311	370.453474	72	45
0.995061	373.361265	72	46
0.971400	364.483337	72	47
0.986066	369.986151	72	48
1.017796	381.891943	72	49
0.980221	367.793338	72	50
1.025593	384.817491	72	51
1.003000	376.340384	72	52
0.964119	361.751505	72	53
1.015847	381.160464	72	54
1.014039	380.482068	72	55
1.027796	385.644186	72	56
0.987566	370.549172	72	57
1.023994	384.217414	72	58
0.986310	370.077946	72	59
1.000462	375.387928	72	60
0.985677	369.840408	72	61
1.004985	377.085164	72	62
1.011539	379.544209	72	63
0.976010	366.213300	72	64
1.010089	379.000187	72	65
1.043744	391.628053	72	66
1.026324	385.091608	72	67
0.990109	371.503274	72	68
0.994331	373.087591	72	69
0.952911	357.546067	72	70
1.030028	386.481479	72	71
1.065980	406.699433	73	0
0.995747	379.903375	73	1
1.047054	399.478346	73	2
0.985449	375.974577	73	3
1.011556	385.935212	73	4
1.001868	382.238849	73	5
1.003866	383.001313	73	6
0.977328	372.876230	73	7
0.986629	376.424794	73	8
1.008292	384.689642	73	9
0.787860	300.589150	73	10
0.969709	369.969477	73	11
1.000635	381.768496	73	12
1.006774	384.110799	73	13
0.995034	379.631567	73	14
0.983918	375.390471	73	15
0.979612	373.747487	73	16
1.022208	389.999078	73	17
1.006390	383.964287	73	18
0.973091	371.259537	73	19
1.049346	400.352949	73	20
1.029913	392.938654	73	21
0.966348	368.686974	73	22
1.037858	395.969856	73	23
0.985877	376.137967	73	24
1.042544	397.757695	73	25
1.048134	399.890755	73	26
0.948003	361.688086	73	27
1.015650	387.497229	73	28
0.976915	372.718542	73	29
0.992112	378.516687	73	30
1.018646	388.640220	73	31
1.019371	388.916723	73	32
1.014749	387.153443	73	33
0.992706	378.743303	73	34
1.020233	389.245680	73	35
1.009559	385.173316	73	36
0.981479	374.459764	73	37
0.978873	373.465740	73	38
0.996805	380.307389	73	39
1.035217	394.962249	73	40
1.052601	401.594992	73	41
0.968622	369.554684	73	42
0.989154	377.388210	73	43
1.009255	385.057354	73	44
0.994350	379.370706	73	45
0.971799	370.766912	73	46
1.024889	391.022086	73	47
1.002615	382.523755	73	48
0.971142	370.516297	73	49
1.019306	388.891826	73	50
0.977141	372.804712	73	51
0.977742	373.034167	73	52
0.986323	376.308240	73	53
0.972522	371.042664	73	54
0.997586	380.605322	73	55
1.000086	381.558895	73	56
1.026428	391.609214	73	57
1.032746	394.019530	73	58
1.028745	392.493123	73	59
1.035681	395.139434	73	60
1.024123	390.729838	73	61
0.982632	374.899906	73	62
1.022422	390.080594	73	63
1.022912	390.267760	73	64
0.944962	360.527836	73	65
1.000479	381.709021	73	66
1.028919	392.559577	73	67
1.017184	388.082170	73	68
0.989464	377.506519	73	69
0.985048	375.821509	73	70
0.944716	360.433953	73	71
1.029066	392.615730	73	72
1.058731	412.779803	74	0
0.984545	383.856256	74	1
1.045696	407.697981	74	2
1.001291	390.385053	74	3
0.997270	388.817481	74	4
0.984245	383.738999	74	5
1.024454	399.415963	74	6
0.969566	378.016009	74	7
0.958135	373.559234	74	8
1.039108	405.129117	74	9
0.891644	347.635587	74	10
0.978737	381.591539	74	11
0.984731	383.928524	74	12
0.991011	386.377013	74	13
0.968898	377.755640	74	14
1.011171	394.237288	74	15
0.992473	386.947259	74	16
0.998532	389.309257	74	17
1.000034	389.894989	74	18
0.964854	376.178792	74	19
1.065509	415.422327	74	20
1.021237	398.161690	74	21
0.989039	385.608242	74	22
0.971936	378.940190	74	23
1.013690	395.219179	74	24
1.034105	403.178662	74	25
0.983905	383.606766	74	26
0.988776	385.505898	74	27
1.046935	408.180962	74	28
1.033095	402.784815	74	29
1.004119	391.487704	74	30
0.993936	387.517601	74	31
0.976696	380.796081	74	32
0.992542	386.974124	74	33
1.000851	390.213436	74	34
0.986067	384.449345	74	35
0.973473	379.539441	74	36
0.962980	375.448163	74	37
1.028928	401.160386	74	38
0.994844	387.871712	74	39
1.024677	399.502984	74	40
0.991055	386.394121	74	41
1.044225	407.124097	74	42
1.019028	397.300460	74	43
1.035157	403.588810	74	44
0.971465	378.756424	74	45
0.999186	389.564402	74	46
1.006054	392.242056	74	47
0.980935	382.448591	74	48
1.021070	398.096430	74	49
1.021274	398.176281	74	50
1.015137	395.783570	74	51
1.014626	395.584359	74	52
1.003747	391.342495	74	53
1.017720	396.790340	74	54
0.992932	387.126255	74	55
1.022667	398.719127	74	56
1.024428	399.405941	74	57
1.008520	393.203437	74	58
1.000539	390.091933	74	59
0.999114	389.536358	74	60
1.018132	396.951153	74	61
1.005175	391.899441	74	62
0.980082	382.116281	74	63
1.033497	402.941721	74	64
1.003359	391.191510	74	65
0.925409	360.799967	74	66
0.992574	386.986678	74	67
0.995377	388.079398	74	68
1.009040	393.406296	74	69
0.986899	384.773956	74	70
0.974375	379.891072	74	71
0.932763	363.667322	74	72
1.021972	398.448221	74	73
1.069492	419.019363	75	0
0.991074	388.295578	75	1
1.059232	414.999385	75	2
1.026466	402.161787	75	3
1.001460	392.364665	75	4
0.985442	386.089200	75	5
1.037567	406.511108	75	6
0.996738	390.514673	75	7
0.954194	373.846455	75	8
1.034892	405.463332	75	9
1.012759	396.791825	75	10
1.032994	404.719641	75	11
0.976141	382.444933	75	12
1.003322	393.094117	75	13
1.016660	398.320037	75	14
1.000841	392.122168	75	15
1.022758	400.709318	75	16
0.985085	385.949357	75	17
1.001872	392.526359	75	18
0.990510	388.074844	75	19
1.021639	400.270686	75	20
0.907289	355.469155	75	21
0.964808	378.004963	75	22
0.971005	380.432565	75	23
1.023955	401.178024	75	24
0.993119	389.096723	75	25
1.024573	401.420491	75	26
1.019656	399.493660	75	27
0.943608	369.698734	75	28
1.023636	401.053221	75	29
0.974459	381.785921	75	30
1.000747	392.085500	75	31
1.028260	402.864989	75	32
0.993192	389.125590	75	33
1.000918	392.152323	75	34
0.985121	385.963236	75	35
1.024565	401.417180	75	36
1.017234	398.545035	75	37
0.981429	384.516835	75	38
0.988114	387.135971	75	39
0.993990	389.437940	75	40
1.001861	392.522034	75	41
1.040110	407.507663	75	42
0.982144	384.796874	75	43
0.965166	378.145179	75	44
0.976041	382.405734	75	45
1.009322	395.445002	75	46
0.990169	387.941138	75	47
0.993534	389.259612	75	48
0.964604	377.924847	75	49
